Date,Ride,Average Wait Time (mins),Max Wait Time (mins)
2017-01-14,WONDER WOMAN Lasso of Truth,11.0,15.0
2017-01-14,Canyon Blaster,10.0,10.0
2017-01-14,Daffy’s Adventure Tours,10.0,10.0
2017-01-14,Elmer's Weather Balloons,10.0,10.0
2017-01-14,Gold Rusher,10.0,10.0
2017-01-14,Grand American Carousel,10.0,10.0
2017-01-14,Merrie Melodies Carousel,10.0,10.0
2017-01-14,Pepe LePew’s Tea Party,10.0,10.0
2017-01-14,Sylvester’s Pounce and Bounce,10.0,10.0
2017-01-14,Taz’s Trucking Co.,10.0,10.0
2017-01-14,The Looney Tunes Lodge,10.0,10.0
2017-01-14,Tweety’s Escape,10.0,10.0
2017-01-14,Yosemite Sam’s Flight School,10.0,10.0
2017-01-14,Jet Stream,8.0,15.0
2017-01-14,Magic Flyer,5.0,10.0
2017-01-14,Whistlestop Train,5.0,10.0
2017-01-14,Cyclone 500,,
2017-01-14,Dive Devil,,
2017-01-14,SlingShot,,
2017-01-14,THE RIDDLER’S Revenge,,
2017-01-14,Tatsu,,
2017-01-14,X2,,
2017-01-14,Apocalypse,,
2017-01-14,Justice League: Battle for Metropolis,,
2017-01-14,Roaring Rapids,,
2017-01-14,Tidal Wave,,
2017-01-15,BATMAN The Ride,100.0,
2017-01-15,Buccaneer,100.0,
2017-01-15,Canyon Blaster,100.0,
2017-01-15,Cyclone 500,100.0,
2017-01-15,Daffy’s Adventure Tours,100.0,
2017-01-15,Dive Devil,100.0,
2017-01-15,Elmer's Weather Balloons,100.0,
2017-01-15,Full Throttle,100.0,
2017-01-15,Gold Rusher,100.0,
2017-01-15,Goliath,100.0,
2017-01-15,Grand American Carousel,100.0,
2017-01-15,Jet Stream,100.0,
2017-01-15,LEX LUTHOR: Drop of Doom,100.0,
2017-01-15,Magic Flyer,100.0,
2017-01-15,Merrie Melodies Carousel,100.0,
2017-01-15,Ninja,100.0,
2017-01-15,Pepe LePew’s Tea Party,100.0,
2017-01-15,Road Runner Express,100.0,
2017-01-15,Sandblasters,100.0,
